Domain Name,Domain Type,Agency,City,State,Status,Last Payment Date,Expiration Date
PEORIAHEIGHTS-IL.GOV,City,Non-Federal Agency,Peoria Heights,IL,ACTIVE,20-Jul-10,20-Aug-11
PERRYTOWNSHIP-IN.GOV,City,Non-Federal Agency,Indianapolis,IN,ACTIVE,14-Apr-14,24-Apr-15
PERTHAMBOYNJ.GOV,City,Non-Federal Agency,Perth Amboy,NJ,ACTIVE,17-May-11,17-May-12
PETERBOROUGHNH.GOV,City,Non-Federal Agency,Peterborough,NH,ACTIVE,29-Jan-15,29-Jan-16
PETERSBURGAK.GOV,City,Non-Federal Agency,Petersburg,AK,ACTIVE,25-Nov-13,30-Jan-15
PETERSBURGVA.GOV,City,Non-Federal Agency,Petersburg,VA,ACTIVE,4-Feb-15,11-Mar-16
PFLUGERVILLETX.GOV,City,Non-Federal Agency,Pflugerville,TX,ACTIVE,10-Feb-15,5-May-16
PHARR-TX.GOV,City,Non-Federal Agency,Pharr,TX,ACTIVE,20-Nov-14,19-Jan-16
PHILA.GOV,City,Non-Federal Agency,Philadelphia,PA,ACTIVE,2-Jul-14,30-Sep-15
PHILLIPSTON-MA.GOV,City,Non-Federal Agency,Phillipston,MA,ACTIVE,23-Sep-14,30-Sep-15
PHOENIXOREGON.GOV,City,Non-Federal Agency,Phoenix,OR,ACTIVE,12-Mar-15,8-Jun-16
PIEDMONT-OK.GOV,City,Non-Federal Agency,PIEDMONT,OK,ACTIVE,9-Jan-14,4-Jan-15
PIKEVILLEKY.GOV,City,Non-Federal Agency,Pikeville,KY,ACTIVE,4-Apr-14,4-Apr-15
PINEBLUFFSWY.GOV,City,Non-Federal Agency,Pine Bluffs,WY,ACTIVE,16-Jul-13,30-Aug-14
PINEPLAINS-NY.GOV,City,Non-Federal Agency,Pine Plains,NY,ACTIVE,30-Oct-14,30-Sep-15
PITTSBORONC.GOV,City,Non-Federal Agency,Pittsboro,NC,ACTIVE,16-Sep-14,15-Dec-15
PITTSBURGCA.GOV,City,Non-Federal Agency,PITTSBURG,CA,ACTIVE,16-Oct-14,14-Jan-16
PITTSBURGHPA.GOV,City,Non-Federal Agency,Pittsburgh,PA,ACTIVE,20-Oct-14,20-Oct-15
PITTSFIELD-MI.GOV,City,Non-Federal Agency,Ann Arbor,MI,ACTIVE,28-May-14,14-Aug-15
PITTSFIELDNH.GOV,City,Non-Federal Agency,Pittsfield,NH,ACTIVE,11-Jun-14,11-Jun-15
PLAINFIELDNJ.GOV,City,Non-Federal Agency,Plainfield,NJ,ACTIVE,16-Jun-14,16-Jun-15
PLANDOMEHEIGHTS-NY.GOV,City,Non-Federal Agency,Manhasset,NY,ACTIVE,12-Aug-14,10-Nov-15
PLEASANTONCA.GOV,City,Non-Federal Agency,Pleasanton,CA,ACTIVE,29-Oct-14,18-Nov-15
PLEASANTONTX.GOV,City,Non-Federal Agency,Pleasanton,TX,ACTIVE,17-Feb-15,16-Apr-16
PLEASANTVALLEY-NY.GOV,City,Non-Federal Agency,Pleasant Valley,NY,ACTIVE,24-Apr-12,29-Apr-13
PLEASANTVILLE-NY.GOV,City,Non-Federal Agency,Pleasantville,NY,ACTIVE,6-Feb-14,21-Jan-15
PLOVERWI.GOV,City,Non-Federal Agency,Plover,WI,ACTIVE,13-Aug-14,12-Oct-15
PLUMSTEAD.GOV,City,Non-Federal Agency,Plumsteadville,PA,ACTIVE,25-Aug-14,27-Sep-15
PLYMOUTH-MA.GOV,City,Non-Federal Agency,Plymouth,MA,ACTIVE,15-Jul-13,30-Sep-13
PLYMOUTHMN.GOV,City,Non-Federal Agency,Plymouth,MN,ACTIVE,26-Aug-14,24-Nov-15
POLKCITYIA.GOV,City,Non-Federal Agency,Polk City,IA,ACTIVE,22-Jul-14,22-Jul-15
POMPANOBEACHFL.GOV,City,Non-Federal Agency,Pompano Beach,FL,ACTIVE,5-May-14,2-Aug-15
POMPEY-NY.GOV,City,Non-Federal Agency,MANLIUS,NY,ACTIVE,5-Nov-14,5-Nov-15
PONCACITYOK.GOV,City,Non-Federal Agency,Ponca City,OK,ACTIVE,9-Jan-14,6-Feb-15
POOLER-GA.GOV,City,Non-Federal Agency,Pooler,GA,ACTIVE,5-May-14,3-Feb-15
POOLESVILLEMD.GOV,City,Non-Federal Agency,Poolesville,MD,ACTIVE,21-Jan-15,22-Jan-16
POPLARBLUFF-MO.GOV,City,Non-Federal Agency,Poplar Bluff,MO,ACTIVE,25-Mar-14,12-May-15
POQUOSON-VA.GOV,City,Non-Federal Agency,Poquioson,VA,ACTIVE,13-Jan-14,11-Apr-15
PORTAGEWI.GOV,City,Non-Federal Agency,Portage,WI,ACTIVE,8-Jan-15,22-Feb-16
PORTALESNM.GOV,City,Non-Federal Agency,Portales,NM,ACTIVE,7-Apr-14,14-Jun-15
PORTARTHURTX.GOV,City,Non-Federal Agency,Port Arthur,TX,ACTIVE,8-May-14,8-May-15
PORTCLINTON-OH.GOV,City,Non-Federal Agency,Port Clinton,OH,ACTIVE,17-Feb-15,10-Mar-16
PORTERVILLE-CA.GOV,City,Non-Federal Agency,Porterville,CA,ACTIVE,23-Sep-14,30-Aug-15
PORTERVILLECA.GOV,City,Non-Federal Agency,Porterville,CA,ACTIVE,23-Sep-14,30-Aug-15
PORTLANDMAINE.GOV,City,Non-Federal Agency,Portland,ME,ACTIVE,2-Jul-14,30-Sep-15
PORTLANDOREGON.GOV,City,Non-Federal Agency,Portland,OR,ACTIVE,18-Dec-14,18-Mar-16
PORTLANDTX.GOV,City,Non-Federal Agency,Portland,TX,ACTIVE,12-Feb-14,13-Apr-15
PORTSMOUTHVIRGINIA.GOV,City,Non-Federal Agency,Portsmouth,VA,ACTIVE,3-Sep-14,21-Sep-15
POTTERTWP-PA.GOV,City,Non-Federal Agency,Monaca,PA,ACTIVE,8-Jul-14,6-Aug-15
POWHATANVA.GOV,City,Non-Federal Agency,Powhatan,VA,ACTIVE,9-Mar-15,7-Jun-16
PRAIRIEDUCHIEN-WI.GOV,City,Non-Federal Agency,Prairie du Chien,WI,ACTIVE,19-Sep-14,30-Sep-15
PRAIRIEVIEWTEXAS.GOV,City,Non-Federal Agency,Prairie View,TX,ACTIVE,29-May-14,27-Aug-15
PRATTVILLE-AL.GOV,City,Non-Federal Agency,Prattville,AL,ACTIVE,4-Feb-15,3-Feb-16
PRATTVILLEAL.GOV,City,Non-Federal Agency,Prattville,AL,ACTIVE,4-Feb-15,11-Feb-16
PRESCOTT-AZ.GOV,City,Non-Federal Agency,Prescott,AZ,ACTIVE,8-Jul-14,21-Aug-15
PRESCOTTVALLEY-AZ.GOV,City,Non-Federal Agency,Prescott Valley,AZ,ACTIVE,4-Nov-14,4-Nov-15
PRESQUEISLEMAINE.GOV,City,Non-Federal Agency,Presque Isle,ME,ACTIVE,3-Mar-14,3-Mar-15
PRIESTRIVER-ID.GOV,City,Non-Federal Agency,Priest River,ID,ACTIVE,7-May-14,25-Jul-15
PRINCETONNJ.GOV,City,Non-Federal Agency,Princeton,NJ,ACTIVE,10-Jan-15,18-Jan-16
PRINCETONTX.GOV,City,Non-Federal Agency,Princeton,TX,ACTIVE,26-Dec-14,13-Feb-16
PROCTORMN.GOV,City,Non-Federal Agency,Proctor,MN,ACTIVE,14-Oct-14,14-Oct-15
PROSPERTX.GOV,City,Non-Federal Agency,Prosper,TX,ACTIVE,24-Sep-14,30-Sep-15
PROVIDENCERI.GOV,City,Non-Federal Agency,Providence,RI,ACTIVE,4-Dec-14,22-Dec-15
PURCELLVILLEVA.GOV,City,Non-Federal Agency,Purcellville,VA,ACTIVE,3-Dec-14,20-Dec-15
QUAKERTOWN-PA.GOV,City,Non-Federal Agency,Quakertown,PA,ACTIVE,3-Jan-11,3-Jan-12
QUINCYIL.GOV,City,Non-Federal Agency,Quincy,IL,ACTIVE,30-Sep-14,30-Sep-15
QUINCYMA.GOV,City,Non-Federal Agency,Quincy,MA,ACTIVE,15-Dec-14,25-Feb-16
RALEIGHNC.GOV,City,Non-Federal Agency,Raleigh,NC,ACTIVE,11-Mar-15,30-Aug-15
RANCHOMIRAGECA.GOV,City,Non-Federal Agency,Rancho Mirage,CA,ACTIVE,10-Mar-15,10-Apr-16
RANDOLPH-MA.GOV,City,Non-Federal Agency,Randolph,MA,ACTIVE,22-Oct-14,28-Nov-15
RANDOLPHTOWNSHIPOHIO.GOV,City,Non-Federal Agency,Randolph,OH,ACTIVE,5-Feb-14,4-May-15
RANGELY-CO.GOV,City,Non-Federal Agency,Rangely,CO,ACTIVE,10-Sep-14,14-Sep-15
RATONNM.GOV,City,Non-Federal Agency,Raton,NM,ACTIVE,4-Dec-14,23-Jan-16
RAYCITYGA.GOV,City,Non-Federal Agency,Ray City,GA,ACTIVE,18-Jul-13,30-Sep-13
RAYMONDNH.GOV,City,Non-Federal Agency,Raymond,NH,ACTIVE,30-Jul-13,7-Jul-14
READINGMA.GOV,City,Non-Federal Agency,READING,MA,ACTIVE,1-Apr-14,17-Apr-15
READINGPA.GOV,City,Non-Federal Agency,Reading,PA,ACTIVE,26-Dec-14,24-Mar-16
READYHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,ACTIVE,8-Oct-14,3-Jan-16
READYSOUTHTEXAS.GOV,City,Non-Federal Agency,San Antonio,TX,ACTIVE,2-Mar-15,16-Mar-16
READYSPRINGFIELDIL.GOV,City,Non-Federal Agency,Springfield,IL,ACTIVE,9-Mar-15,28-Apr-16
REDBANKTN.GOV,City,Non-Federal Agency,Red Bank,TN,ACTIVE,19-Jul-13,7-Aug-14
REDBAY-AL.GOV,City,Non-Federal Agency,Red Bay,AL,ACTIVE,17-Dec-12,17-Dec-13
REDMOND.GOV,City,Non-Federal Agency,Redmond,WA,ACTIVE,9-Jul-14,30-Sep-15
REMINGTON-VA.GOV,City,Non-Federal Agency,Remington,VA,ACTIVE,7-Apr-14,5-Apr-15
RENSSELAERNY.GOV,City,Non-Federal Agency,Rensselaer,NY,ACTIVE,25-Feb-15,24-May-16
RHEACOUNTYTN.GOV,City,Non-Federal Agency,Dayton,TN,ACTIVE,3-Jul-14,30-Sep-15
RHINEBECK-NY.GOV,City,Non-Federal Agency,Rhinebeck,NY,ACTIVE,30-Jun-14,27-Aug-15
RICETX.GOV,City,Non-Federal Agency,Rice,TX,ACTIVE,9-Oct-13,9-Oct-12
RICHFIELDWI.GOV,City,Non-Federal Agency,Hubertus,WI,ACTIVE,9-Jan-15,22-Jan-16
RICHLANDS-VA.GOV,City,Non-Federal Agency,Richlands,VA,ACTIVE,13-Feb-15,2-May-16
RICHLANDSNC.GOV,City,Non-Federal Agency,Richlands,NC,ACTIVE,20-May-14,27-Jun-15
RICHMOND-VA.GOV,City,Non-Federal Agency,Richmond,VA,ACTIVE,13-Nov-12,16-Nov-13
RICHMONDHILL-GA.GOV,City,Non-Federal Agency,Richmond Hill ,GA,ACTIVE,10-Dec-14,12-Dec-15
RICHMONDINDIANA.GOV,City,Non-Federal Agency,Richmond,IN,ACTIVE,5-Aug-13,23-Aug-14
RICHMONDTX.GOV,City,Non-Federal Agency,RICHMOND,TX,ACTIVE,28-Apr-14,28-Apr-15
RICHMONDVA.GOV,City,Non-Federal Agency,Richmond,VA,ACTIVE,13-Nov-12,16-Nov-13
RICHMONDVT.GOV,City,Non-Federal Agency,Richmond,VT,ACTIVE,8-Mar-15,6-Mar-16
RICHWOODTX.GOV,City,Non-Federal Agency,Richwood,TX,ACTIVE,10-Apr-14,9-Jun-15
RICHWOODWV.GOV,City,Non-Federal Agency,Richwood,WV,ACTIVE,5-Jun-14,5-Jun-15
RIDGECREST-CA.GOV,City,Non-Federal Agency,Ridgecrest,CA,ACTIVE,15-Jul-13,30-Sep-14
RIDGEFIELDNJ.GOV,City,Non-Federal Agency,Ridgefield,NJ,ACTIVE,22-Jan-15,21-Feb-16
RIDGELANDSC.GOV,City,Non-Federal Agency,Ridgeland,SC,ACTIVE,26-Aug-14,13-Oct-15
RITZVILLE-WA.GOV,City,Non-Federal Agency,Ritzville,WA,ACTIVE,3-Aug-12,30-Sep-12
RIVERDALEGA.GOV,City,Non-Federal Agency,Riverdale,GA,ACTIVE,21-Nov-14,29-Dec-15
RIVERDALENJ.GOV,City,Non-Federal Agency,Riverdale,NJ,ACTIVE,17-Apr-14,9-Mar-15
RIVERDALEPARKMD.GOV,City,Non-Federal Agency,Riverdale,MD,ACTIVE,10-Oct-14,9-Dec-15
RIVERSIDE-GA.GOV,City,Non-Federal Agency,Moultrie,GA,ACTIVE,3-Mar-14,3-May-15
RIVERSIDECA.GOV,City,Non-Federal Agency,Riverside,CA,ACTIVE,9-Sep-14,30-Sep-15
ROAMINGSHORESOH.GOV,City,Non-Federal Agency,Roaming Shores,OH,ACTIVE,31-Jul-14,16-Aug-15
ROANOKEVA.GOV,City,Non-Federal Agency,Roanoke,VA,ACTIVE,2-Jun-14,30-Aug-15
ROCKFORD-IL.GOV,City,Non-Federal Agency,Rockford,IL,ACTIVE,2-Sep-14,30-Sep-15
ROCKFORDIL.GOV,City,Non-Federal Agency,Rockford,IL,ACTIVE,23-Jan-15,23-Apr-16
ROCKHALLMD.GOV,City,Non-Federal Agency,Rock Hall,MD,ACTIVE,17-Nov-14,17-Nov-15
ROCKLAND-MA.GOV,City,Non-Federal Agency,Rockland,MA,ACTIVE,2-Jul-14,30-Sep-15
ROCKMART-GA.GOV,City,Non-Federal Agency,Rockmart,GA,ACTIVE,2-Sep-14,30-Sep-15
ROCKPORTMA.GOV,City,Non-Federal Agency,Rockport,MA,ACTIVE,17-Feb-15,16-Apr-16
ROCKPORTMAINE.GOV,City,Non-Federal Agency,Rockport,ME,ACTIVE,23-Jul-12,21-Sep-13
ROCKVILLE-IN.GOV,City,Non-Federal Agency,Rockville,IN,ACTIVE,11-Jun-14,27-Jul-15
ROCKVILLEMD.GOV,City,Non-Federal Agency,Rockville,MD,ACTIVE,2-Jul-14,30-Sep-15
ROCKWELLNC.GOV,City,Non-Federal Agency,Rockwell,NC,ACTIVE,1-Feb-15,3-Feb-16
ROCKYHILL-NJ.GOV,City,Non-Federal Agency,Rocky Hill,NJ,ACTIVE,10-Oct-12,10-Oct-13
ROCKYHILLCT.GOV,City,Non-Federal Agency,Rocky Hill,CT,ACTIVE,9-Dec-14,8-Mar-16
ROCKYMOUNTNC.GOV,City,Non-Federal Agency,Rocky Mount,NC,ACTIVE,8-Apr-14,24-May-15
ROCKYMOUNTVA.GOV,City,Non-Federal Agency,ROCKY MOUNT,VA,ACTIVE,3-Jan-11,2-Mar-12
ROGERSAR.GOV,City,Non-Federal Agency,Rogers,AR,ACTIVE,1-Dec-14,22-Jan-16
ROLESVILLENC.GOV,City,Non-Federal Agency,Rolesville,NC,ACTIVE,7-Nov-12,8-Oct-13
ROLLINGHILLSESTATES-CA.GOV,City,Non-Federal Agency,Rolling Hills Estates,CA,ACTIVE,21-Jan-15,20-Mar-16
ROLLINGHILLSESTATESCA.GOV,City,Non-Federal Agency,Rolling Hills Estates,CA,ACTIVE,21-Jan-15,9-Mar-16
ROME-NY.GOV,City,Non-Federal Agency,Rome,NY,ACTIVE,11-Jul-14,30-Sep-15
ROMULUS-MI.GOV,City,Non-Federal Agency,Romulus,MI,ACTIVE,10-Jul-12,13-Jul-13
ROSEVILLE-MI.GOV,City,Non-Federal Agency,Roseville,MI,ACTIVE,2-Jun-14,6-Jul-15
ROSLYNNY.GOV,City,Non-Federal Agency,Roslyn,NY,ACTIVE,14-Feb-14,14-Mar-15
ROSWELL-NM.GOV,City,Non-Federal Agency,Roswell,NM,ACTIVE,30-Sep-14,30-Sep-15
ROUNDROCKTEXAS.GOV,City,Non-Federal Agency,Round Rock,TX,ACTIVE,1-Dec-14,21-Nov-15
ROWE-MA.GOV,City,Non-Federal Agency,Rowe,MA,ACTIVE,2-Mar-15,11-Feb-16
ROWLETTTX.GOV,City,Non-Federal Agency,Rowlett,TX,ACTIVE,16-Jun-14,14-Aug-15
ROXBURY-CT.GOV,City,Non-Federal Agency,Roxbury,CT,ACTIVE,10-Aug-11,9-Sep-12
ROYALSTON-MA.GOV,City,Non-Federal Agency,Royalston,MA,ACTIVE,8-Aug-13,8-Mar-14
RPVCA.GOV,City,Non-Federal Agency,Rancho Palos Verdes,CA,ACTIVE,21-Oct-14,21-Oct-15
RUIDOSO-NM.GOV,City,Non-Federal Agency,Ruidoso,NM,ACTIVE,11-Mar-14,25-Mar-15
RUMSONNJ.GOV,City,Non-Federal Agency,Rumson,NJ,ACTIVE,19-Feb-13,3-Jan-14
RUSSELLSPOINT-OH.GOV,City,Non-Federal Agency,Russells Point,OH,ACTIVE,18-Aug-14,16-Jul-15
RYENY.GOV,City,Non-Federal Agency,Rye,NY,ACTIVE,1-Aug-14,31-Aug-15
SACKETSHARBOR-NY.GOV,City,Non-Federal Agency,Sackets Harbor,NY,ACTIVE,6-Nov-14,30-Sep-15
SADDLEBROOKNJ.GOV,City,Non-Federal Agency,Saddlebrook,NJ,ACTIVE,15-Sep-14,30-Sep-15
SADDLEROCKNY.GOV,City,Non-Federal Agency,SADDLE ROCK,NY,ACTIVE,5-Apr-13,5-Apr-14
SAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ,ACTIVE,5-Aug-13,18-Oct-14
SAGHARBORNY.GOV,City,Non-Federal Agency,Sag Harbor,NY,ACTIVE,19-Dec-14,7-Mar-16
SAHUARITAAZ.GOV,City,Non-Federal Agency,Sahuarita,AZ,ACTIVE,11-Jun-14,7-Jun-15
SAINTPETERMN.GOV,City,Non-Federal Agency,Saint Peter,MN,ACTIVE,18-Sep-14,30-Sep-15
SALADOTX.GOV,City,Non-Federal Agency,Salado,TX,ACTIVE,31-Jul-13,31-Mar-14
SALEMCT.GOV,City,Non-Federal Agency,Salem,CT,ACTIVE,3-Sep-14,30-Sep-15
SALEMVA.GOV,City,Non-Federal Agency,Salem,VA,ACTIVE,14-Oct-14,14-Nov-15
SALISBURYMA.GOV,City,Non-Federal Agency,Salisbury,MA,ACTIVE,12-Aug-14,10-Nov-15
SALISBURYNC.GOV,City,Non-Federal Agency,Salisbury,NC,ACTIVE,8-Aug-14,30-Sep-15
SALTLAKECITY-UT.GOV,City,Non-Federal Agency,Salt Lake City,UT,ACTIVE,18-Nov-13,15-Nov-14
SAMMAMISHWA.GOV,City,Non-Federal Agency,Sammamish,WA,ACTIVE,29-Dec-14,23-Mar-16
SANANTONIO.GOV,City,Non-Federal Agency,San Antonio,TX,ACTIVE,1-Jul-14,30-Sep-15
SANDYSPRINGS-GA.GOV,City,Non-Federal Agency,Sandy Springs,GA,ACTIVE,10-Mar-15,3-Mar-16
SANDYSPRINGSGA.GOV,City,Non-Federal Agency,Sandy Springs,GA,ACTIVE,9-Sep-14,11-Aug-15
SANFORDFL.GOV,City,Non-Federal Agency,Sanford,FL,ACTIVE,5-Jan-15,8-Mar-16
SANFRANCISCO-CA.GOV,City,Non-Federal Agency,San Francisco,CA,ACTIVE,2-Aug-12,30-Sep-13
SANJOSECA.GOV,City,Non-Federal Agency,San Jose,CA,ACTIVE,27-Aug-14,30-Sep-15
SANMARCOSTEXAS.GOV,City,Non-Federal Agency,San Marcos,TX,ACTIVE,24-Nov-14,9-Jan-16
SANMARCOSTX.GOV,City,Non-Federal Agency,San Marcos,TX,ACTIVE,24-Nov-14,9-Jan-16
SANMARINOCA.GOV,City,Non-Federal Agency,San Marino,CA,ACTIVE,3-Mar-15,2-Mar-16
SANPABLOCA.GOV,City,Non-Federal Agency,San Pablo,CA,ACTIVE,18-Nov-14,18-Nov-15
SANTACLARACA.GOV,City,Non-Federal Agency,Santa Clara,CA,ACTIVE,8-Aug-14,5-Oct-15
SANTACLARITACA.GOV,City,Non-Federal Agency,Santa Clarita,CA,ACTIVE,8-Dec-14,8-Dec-15
SANTAFENM.GOV,City,Non-Federal Agency,Santa Fe,NM,ACTIVE,31-Jul-13,30-Sep-14
SANTAMONICACA.GOV,City,Non-Federal Agency,Santa Monica,CA,ACTIVE,15-Sep-14,15-Oct-15
SARANACLAKENY.GOV,City,Non-Federal Agency,Saranac Lake,NY,ACTIVE,10-Oct-14,10-Oct-15
SARDISCITYAL.GOV,City,Non-Federal Agency,SARDIS CITY,AL,ACTIVE,22-Sep-14,22-Sep-15
SAUGUS-MA.GOV,City,Non-Federal Agency,Saugus,MA,ACTIVE,23-Oct-14,11-Jan-16
SAULTSTEMARIE-MI.GOV,City,Non-Federal Agency,Sault Ste Marie,MI,ACTIVE,2-Mar-15,2-Mar-16
SAVANNA-IL.GOV,City,Non-Federal Agency,Savanna,IL,ACTIVE,27-Feb-15,27-May-16
SAVANNAHGA.GOV,City,Non-Federal Agency,Savannah,GA,ACTIVE,25-Aug-14,2-Sep-15
SBMTD.GOV,City,Non-Federal Agency,Santa Barbara,CA,ACTIVE,18-Nov-14,30-Sep-15
SCHENECTADYNY.GOV,City,Non-Federal Agency,Schenectady,NY,ACTIVE,12-Feb-15,12-Mar-16
SCHERTZ-TX.GOV,City,Non-Federal Agency,Schertz,TX,ACTIVE,5-Aug-13,30-Jun-14
SCIENCEHILL-KY.GOV,City,Non-Federal Agency,Science Hill,KY,ACTIVE,13-Aug-13,30-Sep-14
SCITUATEMA.GOV,City,Non-Federal Agency,Scituate,MA,ACTIVE,3-Jun-14,22-Aug-15
SCOTCHPLAINSNJ.GOV,City,Non-Federal Agency,SCOTCH PLAINS,NJ,ACTIVE,4-Dec-14,2-Feb-16
SCRANTONPA.GOV,City,Non-Federal Agency,Scranton,PA,ACTIVE,1-Oct-14,30-Sep-15
SEABROOKTX.GOV,City,Non-Federal Agency,Seabrook,TX,ACTIVE,11-Feb-15,14-Mar-16
SEACLIFF-NY.GOV,City,Non-Federal Agency,Sea Cliff,NY,ACTIVE,7-Aug-14,30-Sep-15
SEALBEACHCA.GOV,City,Non-Federal Agency,Seal Beach,CA,ACTIVE,18-Feb-15,28-Apr-16
SEARANCHLAKESFLORIDA.GOV,City,Non-Federal Agency,Sea Ranch Lakes,FL,ACTIVE,8-Mar-13,16-Sep-13
SEATPLEASANTMD.GOV,City,Non-Federal Agency,Seat Pleasant,MD,ACTIVE,22-Aug-14,30-Sep-15
SEBEWAINGMI.GOV,City,Non-Federal Agency,Sebewaing,MI,ACTIVE,24-Jul-14,24-Jul-15
SEDONAAZ.GOV,City,Non-Federal Agency,Sedona,AZ,ACTIVE,15-Aug-14,30-Sep-15
SEEKONK-MA.GOV,City,Non-Federal Agency,Seekonk,MA,ACTIVE,2-Jul-14,30-Sep-15
SEGUINTEXAS.GOV,City,Non-Federal Agency,Seguin,TX,ACTIVE,21-Feb-13,19-May-14
SELAHWA.GOV,City,Non-Federal Agency,Selah,WA,ACTIVE,20-Aug-14,20-Aug-15
SELLERSBURG-IN.GOV,City,Non-Federal Agency,Sellersburg,IN,ACTIVE,27-May-14,27-May-15
SELMA-AL.GOV,City,Non-Federal Agency,Selma,AL,ACTIVE,25-Oct-11,12-Jan-12
SENECASC.GOV,City,Non-Federal Agency,Seneca,SC,ACTIVE,8-Sep-14,8-Sep-15
SEQUIMWA.GOV,City,Non-Federal Agency,SEQUIM,WA,ACTIVE,13-Apr-14,26-May-15
SHAKOPEEMN.GOV,City,Non-Federal Agency,Shakopee,MN,ACTIVE,9-Jul-14,1-Oct-15
SHEBOYGANFALLS-WI.GOV,City,Non-Federal Agency,Sheboygan Falls,WI,ACTIVE,9-Feb-10,7-May-11
SHEBOYGANWI.GOV,City,Non-Federal Agency,Sheboygan,WI,ACTIVE,14-Mar-14,12-Jun-15
SHEFFIELDMA.GOV,City,Non-Federal Agency,Sheffield,MA,ACTIVE,23-Jul-14,21-Oct-15
SHELTERCOVE-CA.GOV,City,Non-Federal Agency,Whitethorn,CA,ACTIVE,25-Sep-14,18-Oct-15
SHERWOODOREGON.GOV,City,Non-Federal Agency,Sherwood,OR,ACTIVE,17-Nov-14,17-Nov-15
SHIRLEY-MA.GOV,City,Non-Federal Agency,Shirley,MA,ACTIVE,30-Sep-14,30-Sep-15
SHIVELYKY.GOV,City,Non-Federal Agency,Shively,KY,ACTIVE,6-Mar-14,6-Mar-15
SHORELINE-WA.GOV,City,Non-Federal Agency,Shoreline,WA,ACTIVE,21-May-14,26-Jun-15
SHORELINEWA.GOV,City,Non-Federal Agency,Shoreline,WA,ACTIVE,21-May-14,26-Jun-15
SHOREVIEWMN.GOV,City,Non-Federal Agency,Shoreview,MN,ACTIVE,16-Jan-15,19-Mar-16
SHREVEPORTLA.GOV,City,Non-Federal Agency,Shreveport,LA,ACTIVE,17-Feb-15,16-Mar-16
SHREWSBURYMA.GOV,City,Non-Federal Agency,Shrewsbury,MA,ACTIVE,31-Dec-14,22-Mar-16
SIERRAVISTAAZ.GOV,City,Non-Federal Agency,Sierra Vista,AZ,ACTIVE,7-Mar-14,16-May-15
SIGNALMOUNTAINTN.GOV,City,Non-Federal Agency,Signal Mountain,TN,ACTIVE,23-Feb-15,22-May-16
SILVERCITYNM.GOV,City,Non-Federal Agency,Silver City,NM,ACTIVE,18-Feb-14,18-Feb-15
SILVERSPRINGTWP-PA.GOV,City,Non-Federal Agency,Mechanicsburg,PA,ACTIVE,5-Sep-14,30-Sep-15
SIOUXFALLSSD.GOV,City,Non-Federal Agency,Sioux Falls,SD,ACTIVE,2-Sep-14,21-Sep-15
SISTERBAYWI.GOV,City,Non-Federal Agency,Sister Bay,WI,ACTIVE,28-May-14,19-Aug-15
SLEEPYHOLLOWNY.GOV,City,Non-Federal Agency,Sleepy Hollow,NY,ACTIVE,31-Oct-14,14-Nov-15
SMITHFIELDRI.GOV,City,Non-Federal Agency,Smithfield,RI,ACTIVE,20-Oct-14,18-Oct-15
SMITHFIELDVA.GOV,City,Non-Federal Agency,Smithfield,VA,ACTIVE,2-Jun-14,31-Aug-15
SMYRNAGA.GOV,City,Non-Federal Agency,Smyrna,GA,ACTIVE,10-Nov-14,30-Nov-15
SNOHOMISHWA.GOV,City,Non-Federal Agency,Snohomish,WA,ACTIVE,17-Jun-14,16-Aug-15
SNOWFLAKE-AZ.GOV,City,Non-Federal Agency,Snowflake,AZ,ACTIVE,26-Jul-13,31-Mar-14
SODDY-DAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,ACTIVE,11-Jul-14,8-Aug-15
SODDY-DAISYTN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,ACTIVE,11-Jul-14,8-Aug-15
SODDYDAISY-TN.GOV,City,Non-Federal Agency,Soddy-Daisy,TN,ACTIVE,11-Jul-14,8-Aug-15
SODDYDAISYTN.GOV,City,Non-Federal Agency,Soddy-daisy,TN,ACTIVE,11-Jul-14,8-Aug-15
SOLWAYTOWNSHIP-MN.GOV,City,Non-Federal Agency,Cloquet,MN,ACTIVE,20-Jan-15,18-Nov-15
SOMERSCT.GOV,City,Non-Federal Agency,Somers,CT,ACTIVE,1-Dec-14,22-Dec-15
SOMERSETTX.GOV,City,Non-Federal Agency,Somerset,TX,ACTIVE,11-Dec-12,6-Dec-13
SOMERVILLEMA.GOV,City,Non-Federal Agency,Somerville,MA,ACTIVE,21-May-14,11-Jul-15
SOUTHAMBOYNJ.GOV,City,Non-Federal Agency,South Amboy,NJ,ACTIVE,16-Jun-14,11-Jun-15
SOUTHAMPTONTOWNNY.GOV,City,Non-Federal Agency,Southampton,NY,ACTIVE,23-Feb-15,23-Feb-16
SOUTHBEND-WA.GOV,City,Non-Federal Agency,South Bend,WA,ACTIVE,9-Sep-14,9-Sep-15
SOUTHBENDIN.GOV,City,Non-Federal Agency,South Bend,IN,ACTIVE,14-Jul-14,12-Oct-15
SOUTHBURY-CT.GOV,City,Non-Federal Agency,Southbury,CT,ACTIVE,2-Sep-14,30-Sep-15
